seed_generation,corpus_id,openalex_id,title,doi,families,discovery_systems,occurrence_count,seed_basis
0,CWC-0407892FF421,W2166830499,Sediment‐mediated suppression of herbivory on coral reefs: Decreasing resilience to rising sea‐levels and climate change?,10.4319/lo.2008.53.6.2695,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7692D0B3D4C5,W4206662321,High herbivory despite high sediment loads on a fringing coral reef,10.1007/s00338-021-02211-w,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-09ABED414EAD,W2035880133,Effect of the surgeonfish Ctenochaetus striatus (Acanthuridae) on the processes of sediment transport and deposition on a coral reef in the Red Sea,10.1007/s10347-010-0239-8,MECH_FEEDING_MUCUS_CORAL | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-ED60A172A904,W4206934350,Impacts of overfishing and sedimentation on the feeding behavior and ecological function of herbivorous fishes in coral reefs,10.3354/meps13996,MECH_FEEDING_MUCUS_CORAL | RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-57848750F543,W1969529013,A comparative study of the effects of sedimentation on symbiotic and asymbiotic colonies of the coral Astrangiadanae Milne Edwards and Haime 1849,10.1016/0022-0981(85)90096-6,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-4D68FDBA087A,W2043565718,Influence of fish grazing and sedimentation on the early post-settlement survival of the tabular coral Acropora cytherea,10.1007/s00338-013-1059-4,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6FDEA6718C9D,W1997600689,"Subtropical coral-reef associated sedimentary facies characterized by molluscs (Northern Bay of Safaga, Red Sea, Egypt)",10.1007/bf02537367,MECH_FEEDING_MUCUS_CORAL,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-C9DF3ABB54E0,W2969313134,"Distribution of sea cucumbers in relation to sediment characteristics in coral reef lagoons and adjacent waters around Ishigaki Island, southern Japan",10.1111/maec.12564,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-1CE945E14F29,W2037496541,Ingestion and assimilation of nitrogen from benthic sediments by three species of coral,10.1007/s00227-004-1398-3,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6DE9501104AD,W2967753261,Borneo coral reefs subject to high sediment loads show evidence of resilience to various environmental stressors,10.7717/peerj.7382,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-95831B443F79,W2137867946,Sediment suppresses herbivory across a coral reef depth gradient,10.1098/rsbl.2012.0770,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-8EC843A4CF43,W1967377719,"The effects of storms, heavy rain, and sedimentation on the shallow coral reefs of St. John, US Virgin Islands",10.1007/s10750-014-1876-7,MECH_FEEDING_MUCUS_CORAL,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-8ED1D99562D3,W2919121507,Algae sediment dynamics are mediated by herbivorous fishes on a nearshore coral reef,10.1007/s00338-019-01780-1,MECH_FEEDING_MUCUS_CORAL | RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-04E16130CD13,W656717455,Sediment pollution impacts sensory ability and performance of settling coral-reef fish,10.1007/s00442-015-3367-6,MECH_FEEDING_MUCUS_CORAL | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-E091D2D9DEA5,W2793659700,"Occurrence and distribution of Polycyclic aromatic hydrocarbons (PAHs) in seawater, sediments and corals from Hainan Island, China",10.1016/j.ecoenv.2018.01.006,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-62431A6B71A3,W2062835991,"Effects of the gastropod <i>Rhinoclavis aspera</i> (Linnaeus, 1758) on microbial biomass and productivity in coral-reef-flat sediments",10.1071/mf9940569,MECH_FEEDING_MUCUS_CORAL,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7A369BE2F9D7,W4396886443,"Taxonomic, phylogenetic, and functional diversity of mollusk death assemblages in coral reef and seagrass sediments from two shallow gulfs in Western Cuban Archipelago",10.1371/journal.pone.0303539,MECH_FEEDING_MUCUS_CORAL,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-FB803EA9BC1A,W2900804485,"Comparative study of polycyclic aromatic hydrocarbons (PAHs) and heavy metals (HMs) in corals, surrounding sediments and surface water at the Dazhou Island, China",10.1016/j.chemosphere.2018.11.063,MECH_FEEDING_MUCUS_CORAL | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-89E5D6DBB16D,W3028370378,Algal turf sediments limit the spatial extent of function delivery on coral reefs,10.1016/j.scitotenv.2020.139422,MECH_FEEDING_MUCUS_CORAL | RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-91088E1529EB,W2007261552,"Paleoecology and sedimentary environment of the Late Devonian coral biostrome from the Central Devonian Field, Russia",10.1016/j.palaeo.2015.02.021,MECH_FEEDING_MUCUS_CORAL,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-410C387E3225,W1963680059,Interactions between sediment-feeders and microalgae on coral reefs: grazing losses versus production enhancement,10.3354/meps210125,MECH_FEEDING_MUCUS_CORAL,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-022CA0961B62,W3205107890,Quantifying production rates and size fractions of parrotfish‐derived sediment: A key functional role on Maldivian coral reefs,10.1002/ece3.8306,MECH_FEEDING_MUCUS_CORAL,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-B1DE4BEDAD33,W2166136476,Microhabitat type determines the composition of nematode communities associated with sediment-clogged cold-water coral framework in the Porcupine Seabight (NE Atlantic),10.1016/j.dsr.2006.08.012,MECH_FEEDING_MUCUS_CORAL | MECH_FEEDING_PUMPING_SPONGE,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-3BA5EE36CD77,W2793710040,Suspended sediment causes feeding current arrests in situ in the glass sponge Aphrocallistes vastus,10.1016/j.marenvres.2018.02.020,MECH_FEEDING_PUMPING_SPONGE | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,7,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-227A2136AB45,W3137899270,"The Hexactinellid Deep-Water Sponge Vazella pourtalesii (Schmidt, 1870) (Rossellidae) Copes With Temporarily Elevated Concentrations of Suspended Natural Sediment",10.3389/fmars.2021.611539,MECH_FEEDING_PUMPING_SPONGE | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-D47B9A6D53DA,W2020839766,Glass sponges arrest pumping in response to sediment: implications for the physiology of the hexactinellid conduction system,10.1007/s00227-008-0987-y,MECH_FEEDING_PUMPING_SPONGE | RESP_THRESHOLD_RECOVERY,Grey literature | OpenAlex | Semantic Scholar | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-A892DB47932A,W2930445635,Effect of suspended sediments on the pumping rates of three species of glass sponge in situ,10.3354/meps12939,MECH_FEEDING_PUMPING_SPONGE | RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7ADF72F6B985,W2285511392,Happy relationships between marine sponges and sediments – a review and some observations from Australia,10.1017/s0025315415001411,MECH_FEEDING_PUMPING_SPONGE | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-91E7C7954265,W2770463318,Sediment tolerance mechanisms identified in sponges using advanced imaging techniques,10.7717/peerj.3904,MECH_FEEDING_PUMPING_SPONGE | RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,Web of Science,5,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-4B7D43A0D3BD,W2052664213,"""Keep up or give up"": hurricanes promote coral survival by interrupting burial from sediment accumulation",10.1007/s003380050126,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7F20277401DA,W2060681911,Chronic Exposure of Corals to Fine Sediments: Lethal and Sub-Lethal Impacts,10.1371/journal.pone.0037795,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,12,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-BE494F14C03B,W4406439208,Effects of suspended sediment and burial on scleractinian corals from west central Florida patch reefs,10.1016/0967-0653(93)94915-l,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-88B3A4F1B857,W2015352607,"Turbidity regimes over fringing coral reefs near a mining site at Lihir Island, Papua New Guinea",10.1016/s0025-326x(03)00122-x,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-5D3495B13AE8,W2073378748,"Experimental investigation into the effects of suspended sediment on fertilisation, larval survival and settlement in a scleractinian coral",10.1007/s002270050645,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6D5F6E5900F6,W4415547775,Turbidity in coral reef habitats during Port of Miami Expansion dredging,10.1007/s10661-025-14590-6,MECH_FEEDING_MUCUS_CORAL | RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,Grey literature | OpenAlex | Semantic Scholar | Web of Science,13,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-1EDA9D88322A,W2161580171,Effects of sediment on the survival of asexually produced sponge recruits,10.1007/s00227-008-0956-5,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-D4D7C6A55C09,W2113956483,"Response of reef corals on a fringing reef flat to elevated suspended-sediment concentrations: Molokaʻi, Hawaiʻi",10.7717/peerj.699,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-474C1BC980F2,W2548958007,Low sediment loads affect survival of coral recruits: the first weeks are crucial,10.1007/s00338-016-1513-1,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,10,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-E202FF6B6A6F,W1985888163,Recreating pulsed turbidity events to determine coral–sediment thresholds for active management,10.1016/j.jembe.2015.02.010,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,12,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-B870046195BE,W2075525081,Survival under chronic stress from sediment load: Spatial patterns of hard coral communities in the southern islands of Singapore,10.1016/j.marpolbul.2006.02.011,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-8A7D3E851AE3,W1996372875,Sediment tolerance of two different morphotypes of the deep-sea coral Lophelia pertusa from the Gulf of Mexico,10.3354/meps08191,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-CA05483BC3E9,W4297834183,Survival under chronic stress from sediment load: Spatial patterns of hard coral communities in the southern islands of Singapore,10.1016/j.marpolbul.2005.07.021,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-121A40800870,W1486291221,The importance of monitoring metabolic recovery in the coral Acropora cervicornis after short-term exposure to drilling muds: Calcification rate and protein concentration,10.1007/bf00263575,RESP_THRESHOLD_RECOVERY | SED_DRILLING,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-E7183942C0DE,W2087203226,Tetracycline reduces sedimentation damage to corals,10.1007/bf01314355,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-57E2880D8624,W4385411439,Effects of sediment pulses on the deep‐sea coral <i>Goniocorella dumosa</i>,10.1080/00288330.2023.2230154,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_DRILLING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,10,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-216E188AB7C0,W1986196070,Damage and recovery of four Philippine corals from short-term sediment burial,10.3354/meps176011,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-7A423736E2A1,W2212768240,"Predicting dredging-associated effects to coral reefs in Apra Harbor, Guam – Part 2: Potential coral effects",10.1016/j.jenvman.2015.10.025,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,12,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-42EDC2C399B3,W2946099649,Extensive coral mortality and critical habitat loss following dredging and their association with remotely-sensed sediment plumes,10.1016/j.marpolbul.2019.05.027,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,12,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-169197C49054,W4210570090,Effects of sediment exposure on corals: a systematic review of experimental studies,10.1186/s13750-022-00256-0,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-8004866E25E4,W2151402387,Field assessment of innovative sensor for monitoring of sediment accumulation at inshore coral reefs,10.1016/j.marpolbul.2004.10.026,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,7,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-EBE366D4E274,W1995019156,Long-term changes in coral communities under stress from sediment,10.1016/j.dsr2.2013.04.019,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-95AB51414372,W2903175290,Enhanced fast-start performance and anti-predator behaviour in a coral reef fish in response to suspended sediment exposure,10.1007/s00338-018-01757-6,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-8DFD13C1A94A,W2060801011,Coral mortality and interaction with algae in relation to sedimentation,10.1007/s00338-003-0338-x,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-0B1EC47D6224,W2947127100,Synergistic and antagonistic impacts of suspended sediments and thermal stress on corals,10.1038/s41467-019-10288-9,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,12,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-76D1F696686D,W3163950287,Short-term physiological responses of the New Zealand deep-sea sponge Ecionemia novaezealandiae to elevated concentrations of suspended sediments,10.1016/j.jembe.2021.151579,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED | SED_TAILINGS,Grey literature | OpenAlex | Semantic Scholar | Web of Science,32,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-EB7D0B49B8B7,W2055817536,Suspended sediment alters predator–prey interactions between two coral reef fishes,10.1007/s00338-012-0991-z,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,8,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-0BC08F7A8711,W3112727125,Climate change doubles sedimentation-induced coral recruit mortality,10.1016/j.scitotenv.2020.143897,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-C4351B44D937,W2594352119,"Cumulative effects of suspended sediments, organic nutrients and temperature stress on early life history stages of the coral Acropora tenuis",10.1038/srep44101,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-95A94A84DAAF,W3093527903,Coral recovery after a burial event: insights on coral resilience in a marginal reef,10.1007/s12526-020-01121-4,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-C6A1AF033639,W3001739328,Responses of a common New Zealand coastal sponge to elevated suspended sediments: Indications of resilience,10.1016/j.marenvres.2020.104886,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-01AC06FE96E2,W4412632506,Impacts of sedimentation on coral health and reef ecosystems: A comprehensive review,10.1016/j.marpolbul.2025.118480,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F1437BA4B7AC,W2153363379,Patterns of resistance and resilience of the stress-tolerant coral Siderastrea radians (Pallas) to sub-optimal salinity and sediment burial,10.1016/j.jembe.2008.10.024,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,7,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-35E273A27B29,W7161563268,Contrasting coral growth and heat stress responses across a natural turbidity gradient,10.1007/s00338-026-02890-3,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-15C892A93086,W2168155885,Effects of transparent exopolymer particles and muddy terrigenous sediments on the survival of hard coral recruits,10.1016/s0272-7714(02)00400-6,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-6AAF8AAA3D1A,W2952943818,Sediment deposition and coral smothering,10.1371/journal.pone.0216248,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,12,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-8BCF0EC3CF08,W4400060760,Sediment source and dose influence the larval performance of the threatened coral Orbicella faveolata,10.1371/journal.pone.0292474,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-277C82109A94,W2887371540,Sediment characteristics influence the fertilisation success of the corals Acropora tenuis and Acropora millepora,10.1016/j.marpolbul.2018.08.001,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-A284E00B5B7B,W4378087055,Long-term spatial variations in turbidity and temperature provide new insights into coral-algal states on extreme/marginal reefs,10.1007/s00338-023-02393-5,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,7,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-CDECDDF08885,W2010221707,"Sedimentation in mangroves and coral reefs in a wet tropical island, Pohnpei, Micronesia",10.1016/j.ecss.2005.07.025,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-A266490A469B,W4414204846,Partial attenuation of coral bleaching by turbidity along the Brazilian coast,10.1007/s00338-025-02745-3,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-5B37CB5D6689,W3005437018,"Effects of dissolved nickel and nickel-contaminated suspended sediment on the scleractinian coral, Acropora muricata",10.1016/j.marpolbul.2020.110886,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-11C8578A23E4,W2081350784,Sediment and Turbidity Associated with Offshore Dredging Increase Coral Disease Prevalence on Nearby Reefs,10.1371/journal.pone.0102498,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F1BEFF859381,W3111686528,Sedimentation and overfishing drive changes in early succession and coral recruitment,10.1098/rspb.2020.2575,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-F2C6CF7745F1,W2008246096,The role of terrestrial sediment on turbidity near Singapore's coral reefs,10.1016/j.csr.2013.12.001,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-211947C27593,W2287970697,"Coral reefs chronically exposed to river sediment plumes in the southwestern Caribbean: Rosario Islands, Colombia",10.1016/j.scitotenv.2016.02.140,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,12,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-9D88361B731D,W1251344245,"Metabolic responses of the deep-water sponge Geodia barretti to suspended bottom sediment, simulated mine tailings and drill cuttings",10.1016/j.jembe.2015.07.017,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_DRILLING | SED_SUSPENDED | SED_TAILINGS,OpenAlex | Semantic Scholar | Web of Science,16,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-074169C1EB2C,W2156231198,Suspended sediment impairs habitat choice and chemosensory discrimination in two coral reef fishes,10.1007/s00338-011-0773-z,RESP_THRESHOLD_RECOVERY | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-46C0E98BA4FE,W2044451562,The 2.6 Ma depositional sequence from the Challenger cold-water coral carbonate mound (IODP Exp. 307): Sediment contributors and hydrodynamic palaeo-environments,10.1016/j.margeo.2010.02.021,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-30BB9035A86A,W2089349213,Nutrient Enrichment Coupled with Sedimentation Favors Sea Anemones over Corals,10.1371/journal.pone.0125175,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,6,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-968D7E96BA0A,W3047825282,How does sediment exposure affect corals? A systematic review protocol,10.1186/s13750-020-00200-0,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,7,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-5EAA4AB370C7,W3168657893,Complex interactions with nutrients and sediment alter the effects of predation on a reef‐building coral,10.1111/maec.12670,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION,OpenAlex | Web of Science,4,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-B899A4CA05F3,W4385968756,"Adaptation of a risk-based framework for evaluating indirect effects of dredging on sensitive habitats near federal navigation channels: An application of the framework to coral reefs at Honolulu Harbor, Hawai'i",10.1002/ieam.4830,RESP_THRESHOLD_RECOVERY | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-070B8D5FDB53,W3173429711,"Land-based sediment sources and transport to southwest Puerto Rico coral reefs after Hurricane Maria, May 2017 to June 2018",10.1016/j.ecss.2021.107476,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,9,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-3F97D19665E2,W7167045873,The Influences of Sediment Load on the Biodiversity of Algal Turfs in Coral Reef Ecosystems through Environmental DNA Analysis,10.1021/acs.est.6c04506,SED_DEPOSITION,OpenAlex | Semantic Scholar | Web of Science,3,title organism+stressor; >=2 systems or >=3 occurrences
0,CWC-18944FFDFC6F,W2000833839,High-sediment tolerance in the reef coral Turbinaria mesenterina from the inner Great Barrier Reef lagoon (Australia),10.1016/j.ecss.2008.02.025,RESP_THRESHOLD_RECOVERY | SED_DEPOSITION | SED_DREDGING | SED_SUSPENDED,OpenAlex | Semantic Scholar | Web of Science,11,title organism+stressor; >=2 systems or >=3 occurrences
